words	word
肾部	shenbu
凉粉	liangfen
盐分	yanfen
花椒	huajiao
小米	xiaomi
肾炎	shenyan
大麦	damai
金片	jinpian
尿道炎	niaodaoyan
尿路感染	niaoluganran
患上	huanshang
坚持	jianchi
外涂	waitu
长痘痘	changdoudou
痘印	douyin
嫩肤	nenfu
保湿	baoshi
光子	guangzi
局部	jubu
做好	zuohao
反复	fanfu
化验	huayan
解答	jieda
指导	zhidao
医生	yisheng
耳鼻喉	erbihou
鼻窦炎	bidouyan
鼻炎	biyan
诊断	zhenduan
完善	wanshan
专家	zhuanjia
水泡	shuipao
保暖	baonuan
风寒	fenghan
避免	bimian
受到	shoudao
作用	zuoyong
公益性	gongyixing
一流	yiliu
科学研究	kexueyanjiu
教学	jiaoxue
一体	yiti
综合性	zonghexing
医疗	yiliao
水平	shuiping
中心	zhongxin
社会	shehui
针对性	zhenduixing
开药	kaiyao
胎儿	taier
确定	queding
存在	cunzai
初产妇	chuchanfu
着床	zhaochuang
腹壁	fubi
胎盘	taipan
高血压	gaoxieya
机理	jili
增高	zenggao
糜烂	milan
治愈	zhiyu
肯定	kending
有所区别	yousuoqubie
喉部	houbu
鼻塞	bisai
过敏性	guominxing
充血	chongxie
清水	qingshui
反酸	fansuan
想吐	xiangtu
感觉	ganjue
头颅	toulu
提示	tishi
癫痫病	dianxianbing
培元	peiyuan
定痫	dingxian
平肝	pinggan
泻火	xiehuo
熄风	xifeng
身体状况	shentizhuangkuang
补益	buyi
诓骗	kuangpian
就医	jiuyi
说服	shuofu
家属	jiashu
强制	qiangzhi
怀疑	huaiyi
遇到	yudao
输卵管炎	shuluanguanyan
卵巢囊肿	luanchaonangzhong
淋巴结炎	linbajieyan
神经痛	shenjingtong
叮咬	dingyao
肌瘤	jiliu
盆腔	penqiang
积液	jiye
神经	shenjing
松剂	songji
慢性期	manxingqi
短波	duanbo
导入	daoru
消肿	xiaozhong
直流电	zhiliudian
止痛	zhitong
辣的	lade
伴功	bangong
检查一下	jianchayixia
生活习惯	shenghuoxiguan
刺激性	cijixing
养成	yangcheng
食道癌	shidaoai
声带	shengdai
鸡肝	jigan
鳝鱼	shanyu
锻炼身体	duanlianshenti
早泄	zaoxie
韭菜	jiucai
免疫力	mianyili
羊肉	yangrou
牛肉	niurou
鼻用	biyong
激素	jisu
问题	wenti
活检	huojian
阳性	yangxing
有无	youwu
病变	bingbian
溃疡	kuiyang
好事	haoshi
证实	zhengshi
铁质	tiezhi
贫血	pinxie
蛋白质	danbaizhi
预防	yufang
优质	youzhi
足够	zugou
补充	buchong
保证	baozheng
病毒感染	bingduganran
咳嗽	kesou
疤痕	bahen
月经周期	yuejingzhouqi
卵泡	luanpao
释放	shifang
刺激素	cijisu
促进	cujin
生育能力	shengyunengli
雄激素	xiongjisu
冲剂	chongji
解表	jiebiao
意见	yijian
比如	biru
次数	cishu
饮用水	yinyongshui
排尿	painiao
膀胱	bangguang
婴儿	yinger
属于	shuyu
孩子	haizi
激光治疗	jiguangzhiliao
抗病毒	kangbingdu
身体	shenti
拉肚子	laduzi
前列腺炎	qianliexianyan
止痒	zhiyang
复方	fufang
耳石	ershi
听道	tingdao
可伴	keban
突然性	turanxing
缺血	quexie
病毒性	bingduxing
迷路	milu
眩晕	xuanyun
致病	zhibing
门诊	menzhen
开设	kaishe
等待时间	dengdaishijian
详情请	xiangqingqing
就诊	jiuzhen
公众	gongzhong
关注	guanzhu
多长时间	duochangshijian
排除	paichu
愿意	yuanyi
乳腺	ruxian
腺瘤	xianliu
纤维	xianwei
有长	youchang
不留	buliu
直径	zhijing
时间	shijian
具疗	juliao
积水	jishui
消失	xiaoshi
专业	zhuanye
制定	zhiding
分为	fenwei
弱视	ruoshi
配镜	peijing
验光	yanguang
小孩子	xiaohaizi
医学	yixue
采用	caiyong
基础	jichu
查出来	chachulai
性交	xingjiao
尿液	niaoye
基本	jiben
定期检查	dingqijiancha
良性	liangxing
增生	zengsheng
疼痛	tengtong
艾滋病	aizibing
防疫站	fangyizhan
艾滋病毒	aizibingdu
母婴	muying
死掉	sidiao
阴性	yinxing
体液	tiye
血清	xieqing
精液	jingye
穿刺	chuanci
睾丸	gaowan
染色体	ranseti
丈夫	zhangfu
报告	baogao
不能	buneng
水分	shuifen
蛋汤	dantang
可用	keyong
半流质	banliuzhi
糖水	tangshui
支气管炎	zhiqiguanyan
盐水	yanshui
小儿	xiaoer
蒸发	zhengfa
收取	shouqu
病症	bingzheng
体质	tizhi
选用	xuanyong
收费	shoufei
差异	chayi
费用	feiyong
标准	biaozhun
法医	fayi
骨折	guzhe
病例	bingli
取出	quchu
香砂	xiangsha
胃片	weipian
养胃	yangwei
注射	zhushe
配合	peihe
常规	changgui
先查	xiancha
支原体	zhiyuanti
衣原体	yiyuanti
白带	baidai
女方	nvfang
培养	peiyang
鼻甲	bijia
耳鼻喉科	erbihouke
鼻涕	biti
粘膜	zhanmo
头皮	toupi
脑积水	naojishui
头发	toufa
可见	kejian
典型	dianxing
影像学	yingxiangxue
方案	fangan
才能	caineng
常见疾病	changjianjibing
优势	youshi
导致	daozhi
痔疮	zhichuang
饮食	yinshi
击穿	jichuan
几率	jilv
证明	zhengming
减少	jianshao
因素	yinsu
患感冒	huanganmao
扁桃体炎	biantaotiyan
受凉	shouliang
增强体质	zengqiangtizhi
穿衣	chuanyi
银屑病	yinxiebing
关节	guanjie
锻炼	duanlian
乳腺炎	ruxianyan
妇女	funv
时期	shiqi
增多	zengduo
排液	paiye
腐肉	furou
脓血	nongxie
臭味	chouwei
排出	paichu
大量	daliang
组织	zuzhi
产生	chansheng
肠炎	changyan
可能性	kenengxing
黄体酮	huangtitong
肌注	jizhu
斑状	banzhuang
多发性	duofaxing
色素	sesu
沉着	chenzhao
原因	yuanyin
形成	xingcheng
系统	xitong
脑炎	naoyan
记忆力	jiyili
后遗症	houyizheng
注意力	zhuyili
集中	jizhong
生活节奏	shenghuojiezou
早衰	zaoshuai
孕激素	yunjisu
含量	hanliang
食物	shiwu
联合	lianhe
三叉神经	sanchashenjing
三叉神经痛	sanchashenjingtong
痛为	tongwei
倒割	daoge
阵发性	zhenfaxing
针刺	zhenci
下颌	xiahan
分布区	fenbuqu
口腔	kouqiang
青果	qingguo
暴晒	baoshai
上火	shanghuo
水果	shuiguo
蔬菜	shucai
乙肝病毒	yiganbingdu
禁止	jinzhi
抗焦虑	kangjiaolv
抗抑郁	kangyiyu
帮助	bangzhu
发病	fabing
药品	yaopin
伴随	bansui
使用	shiyong
水痘	shuidou
带状疱疹	daizhuangpaozhen
点滴	diandi
推出	tuichu
相信	xiangxin
化脓	huanong
皮肤	pifu
客气	keqi
虚损	xusun
辨证论治	bianzhenglunzhi
扶助	fuzhu
培植	peizhi
生理功能	shengligongneng
正气	zhengqi
经络	jingluo
脏腑	zangfu
气血	qixie
根治	genzhi
局限性	juxianxing
不行	buxing
实在	shizai
保持	baochi
熬夜	aoye
睡眠	shuimian
机体	jiti
提高	tigao
饮食习惯	yinshixiguan
回复	huifu
有所	yousuo
希望	xiwang
照看	zhaokan
家长	jiachang
专门	zhuanmen
人员	renyuan
肠溶片	changrongpian
食管	shiguan
想法	xiangfa
病态	bingtai
反驳	fanbo
接纳	jiena
支持	zhichi
结果	jieguo
闭经	bijing
器质性	qizhixing
低下	dixia
牙科	yake
过于	guoyu
消炎片	xiaoyanpian
尿路	niaolu
过性	guoxing
保妇	baofu
康栓	kangshuan
试孕	shiyun
转阴	zhuanyin
疗程	liaocheng
人为	renwei
烟酒	yanjiu
休息	xiuxi
内科	neike
加强	jiaqiang
游戏	youxi
营养	yingyang
引导	yindao
出汗	chuhan
记得	jide
用测	yongce
孕棒	yunbang
晨尿	chenniao
误差	wucha
时候	shihou
停诊	tingzhen
出诊	chuzhen
挂号	guahao
请来	qinglai
网站	wangzhan
判断	panduan
个人	geren
脾脏	pizang
增厚	zenghou
算是	suanshi
甲亢	jiakang
沉气丸	chenqiwan
疏肝	shugan
肝气	ganqi
造成	zaocheng
经期	jingqi
观察	guancha
子宫颈	zigongjing
压痛	yatong
肿块	zhongkuai
不孕	buyun
乳汁	ruzhi
附件	fujian
不育	buyu
排卵期	pailuanqi
月经期	yuejingqi
吃药	chiyao
超过	chaoguo
继续	jixu
破损	posun
进入	jinru
干扰素	ganraosu
液氮	yedan
调节剂	diaojieji
冷冻	lengdong
胸腺肽	xiongxiantai
聚糖	jutang
外用药	waiyongyao
狗肉	gourou
甘露	ganlu
发源	fayuan
细胞	xibao
称为	chengwei
结构	jiegou
血压	xieya
换成	huancheng
皮疹	pizhen
回想	huixiang
接触	jiechu
地方	difang
异丙嗪	yibingqin
合剂	heji
甘草	gancao
做到	zuodao
因子	yinzi
血尿酸	xieniaosuan
类风湿	leifengshi
嘌呤	piaoling
痛风	tongfeng
风湿	fengshi
内脏	neizang
豆类	doulei
填写	tianxie
问诊	wenzhen
重度	zhongdu
提供	tigong
高质量	gaozhiliang
患有	huanyou
信息	xinxi
报告单	baogaodan
磁共振	cigongzhen
片子	pianzi
病人	bingren
状况	zhuangkuang
资料	ziliao
槐角	huaijiao
抗体	kangti
以防	yifang
推迟	tuichi
疫苗	yimiao
灌肠	guanchang
灌进去	guanjinqu
排出去	paichuqu
便意	bianyi
结肠镜	jiechangjing
准备	zhunbei
出来	chulai
药藏	yaocang
心理医生	xinliyisheng
药都	yaodu
剂量	jiliang
起来	qilai
担忧	danyou
全面	quanmian
嵌顿	qiandun
腹股沟	fugugou
鬼臼毒素	guijiudusu
性伴	xingban
性病	xingbing
绝育	jueyu
腰痛	yaotong
位置	weizhi
孕检	yunjian
功能障碍	gongnengzhangai
胰岛素	yidaosu
并存	bingcun
代谢	daixie
特征	tezheng
乙型肝炎	yixingganyan
抗原	kangyuan
开展	kaizhan
又称	youcheng
项目	xiangmu
大腿	datui
富含	fuhan
胸膜炎	xiongmoyan
实质性	shizhixing
例如	liru
我院	woyuan
拿来	nalai
放心	fangxin
葡萄糖	putaotang
坏死	huaisi
亲水性	qinshuixing
软性	ruanxing
角膜	jiaomo
佩戴	peidai
顺产	shunchan
肝硬化	ganyinghua
气雾剂	qiwuji
特片	tepian
布地	budi
变异性	bianyixing
作出评价	zuochupingjia
哮喘	xiaochuan
吸入	xiru
花费	huafei
胶囊	jiaonang
整肠	zhengchang
头孢	toubao
错开	cuokai
血丝	xiesi
温水	wenshui
白细胞	baixibao
流性	liuxing
肝郁	ganyu
胃炎	weiyan
气滞	qizhi
胆汁	danzhi
结合	jiehe
采取	caiqu
白粥	baizhou
辅食	fushi
小米粥	xiaomizhou
发烧	fashao
没事	meishi
地域	diyu
方式	fangshi
成规	chenggui
跟踪	genzong
宫颈癌	gongjingai
过成	guocheng
常会	changhui
内膜	neimo
外观	waiguan
部位	buwei
灼伤	zhuoshang
尿道	niaodao
酒精	jiujing
复位	fuwei
照片	zhaopian
激素水平	jisushuiping
人流	renliu
降钙素	jianggaisu
指标	zhibiao
内会	neihui
小时	xiaoshi
生理性	shenglixing
新生儿	xinshenger
搏动	bodong
头痛	toutong
颞部	niebu
偏头痛	piantoutong
脉搏	maibo
发出	fachu
噪音	zaoyin
助听器	zhutingqi
听力	tingli
耳朵	erduo
只能	zhineng
传染性	chuanranxing
血液制品	xieyezhipin
甲肝	jiagan
性传播	xingchuanbo
血液	xieye
剥除	bochu
果汁	guozhi
养好	yanghao
外阴	waiyin
乳膏	rugao
菌素	junsu
竹红	zhuhong
白斑	baiban
上视	shangshi
斜视	xieshi
特征性	tezhengxing
喂食	weishi
音调	yindiao
啼哭	tiku
视力	shili
下降	xiajiang
专家门诊	zhuanjiamenzhen
酸痛	suantong
肌肉	jirou
风险	fengxian
达到	dadao
部分	bufen
上传	shangchuan
用药治疗	yongyaozhiliao
医师	yishi
头晕	touyun
主动免疫	zhudongmianyi
全阴	quanyin
全程	quancheng
说明	shuoming
延长	yanchang
转移	zhuanyi
经散	jingsan
凉血	liangxie
调经	diaojing
汤药	tangyao
加减	jiajian
危害	weihai
发现	faxian
喉癌	houai
咽炎	yanyan
疱疹	paozhen
医疗机构	yiliaojigou
盲目	mangmu
科学	kexue
接受	jieshou
特点	tedian
环境	huanjing
下肢	xiazhi
所患	suohuan
瓣膜	banmo
肝炎	ganyan
病因	bingyin
清洁卫生	qingjiweisheng
心情	xinqing
饮食卫生	yinshiweisheng
油腻	youni
限制	xianzhi
饮酒	yinjiu
过度	guodu
有点	youdian
肠道病毒	changdaobingdu
载量	zailiang
肝脏	ganzang
终止	zhongzhi
停止	tingzhi
突孔	tukong
环枢	huanshu
椎动脉	zhuidongmai
动脉血	dongmaixie
晕厥	yunjue
颈椎	jingzhui
血流	xieliu
动脉	dongmai
压迫	yapo
有助于	youzhuyu
了解	lejie
呕吐	outu
精神	jingshen
诱发	youfa
盆腔炎	penqiangyan
逆行	nixing
上行	shangxing
过程	guocheng
血脂	xiezhi
多饮水	duoyinshui
高血脂	gaoxiezhi
支架	zhijia
延缓	yanhuan
导管	daoguan
瘤体	liuti
通血	tongxie
微创	weichuang
插到	chadao
插入	charu
堵塞	dusai
时偶	shiou
胆红素	danhongsu
偏高	piangao
过长	guochang
真菌	zhenjun
输血	shuxie
隐形	yinxing
宫外孕	gongwaiyun
粘连	zhanlian
脊柱炎	jizhuyan
强直性	qiangzhixing
提问	tiwen
相关	xiangguan
吸收	xishou
素食者	sushizhe
回肠	huichang
胰腺炎	yixianyan
水杨酸	shuiyangsuan
氨基	anji
先天性	xiantianxing
心肌梗死	xinjigengsi
试管婴儿	shiguanyinger
问问	wenwen
消炎	xiaoyan
嗓子	sangzi
含片	hanpian
润喉	runhou
漱口	shukou
减轻	jianqing
凝胶	ningjiao
尚无	shangwu
不明	buming
理想	lixiang
安定	anding
发育期	fayuqi
遗传病	yichuanbing
进行性	jinxingxing
受累	shoulei
圆锥	yuanzhui
起病	qibing
近视	jinshi
隐性	yinxing
按摩	anmo
板腺	banxian
热敷	refu
睡前	shuiqian
去掉	qudiao
开口	kaikou
无需	wuxu
适合	shihe
可至	kezhi
总院	zongyuan
遗尿	yiniao
园区	yuanqu
充填	chongtian
脂肪	zhifang
胼胝	pianzhi
部份	bufen
事情	shiqing
精神病院	jingshenbingyuan
上讲	shangjiang
肾精	shenjing
虚化	xuhua
不养	buyang
黑芝麻	heizhima
发白	fabai
肝肾	ganshen
医嘱	yizhu
排便	paibian
儿童	ertong
缓解	huanjie
免疫性	mianyixing
继发性	jifaxing
造影	zaoying
抓挠	zhuanao
光是	guangshi
加上	jiashang
吃盐	chiyan
隐匿性	yinnixing
通络	tongluo
外敷	waifu
白癜风	baidianfeng
治不好	zhibuhao
扩散	kuosan
仅凭	jinping
黄疸	huangdan
死亡	siwang
浆细胞	jiangxibao
失眠	shimian
规律	guilv
改善	gaishan
得到	dedao
回答	huida
坠胀	zhuizhang
浆膜	jiangmo
腰背	yaobei
下腹	xiafu
发热	fare
扭转	niuzhuan
拍片子	paipianzi
智齿	zhichi
拔除	bachu
看不清	kanbuqing
直肠癌	zhichangai
便血	bianxie
危及	weiji
体重	tizhong
恶化	ehua
腹水	fushui
人体	renti
腹腔	fuqiang
排泄	paixie
蛋白	danbai
肾脏	shenzang
条理	tiaoli
修复	xiufu
宫颈炎	gongjingyan
病菌	bingjun
起水泡	qishuipao
脱失	tuoshi
皮损	pisun
变白	bianbai
发红	fahong
边界	bianjie
纯中药	chunzhongyao
辨证	bianzheng
疗效	liaoxiao
外生殖器	waishengzhiqi
散光	sanguang
配戴	peidai
远视	yuanshi
眼镜	yanjing
分泌物	fenmiwu
脑液	naoye
枣仁	zaoren
作息时间	zuoxishijian
葵花籽	kuihuazi
植物神经	zhiwushenjing
合理安排	helianpai
坚果	jianguo
核桃	hetao
恢复健康	huifujiankang
鼻粘膜	bizhanmo
治好	zhihao
准分子	zhunfenzi
目的	mude
受精	shoujing
包括	baokuo
祛除	quchu
抵抗力	dikangli
微波	weibo
促排卵	cupailuan
胸闷	xiongmen
咖啡	kafei
不吃	buchi
液体	yeti
心理压力	xinliyali
日光	riguang
照射	zhaoshe
广告	guanggao
奶粉	naifen
水解	shuijie
相差	xiangcha
乙肝患者	yiganhuanzhe
歧视	qishi
不得	bude
国家	guojia
基本上	jibenshang
维持	weichi
机构	jigou
止咳药	zhikeyao
消炎药	xiaoyanyao
雾化	wuhua
买点	maidian
胸外科	xiongwaike
支气管镜	zhiqiguanjing
纵隔	zongge
单凭	danping
免疫抗体	mianyikangti
引产	yinchan
畸形	jixing
喉镜	houjing
胃镜	weijing
异物感	yiwugan
喉咙	houlong
说话	shuohua
觉得	juede
积热	jire
湿胜	shisheng
结肠炎	jiechangyan
脾虚	pixu
表里	biaoli
大肠	dachang
肠胃	changwei
辩证	bianzheng
白斑病	baibanbing
出发	chufa
结节性	jiejiexing
弥漫性	mimanxing
毒性	duxing
胆原	danyuan
骨龄	guling
核磁	heci
频率	pinlv
添加	tianjia
藿香	huoxiang
喂奶	weinai
健脾	jianpi
肛裂	ganglie
介绍	jieshao
带来	dailai
肺结核	feijiehe
杆菌	ganjun
结核	jiehe
眼干	yangan
滴用	diyong
抗炎药	kangyanyao
结膜炎	jiemoyan
病患	binghuan
根本性	genbenxing
优点	youdian
传统	chuantong
急性期	jixingqi
平滑肌	pinghuaji
高热量	gaoreliang
切口	qiekou
首选	shouxuan
氧氟沙星	yangfushaxing
短时间	duanshijian
引进	yinjin
特色	tese
了白	lebai
黄白色	huangbaise
突起	tuqi
成功率	chenggonglv
时机	shiji
男性	nanxing
埋线	maixian
安定片	andingpian
泛红	fanhong
眼角	yanjiao
擦剂	caji
雄胺	xiongan
急性	jixing
类似	leisi
疝气	shanqi
验方	yanfang
偏方	pianfang
内服	neifu
羊癫疯	yangdianfeng
规律性	guilvxing
鉴别	jianbie
生殖器	shengzhiqi
肛门	gangmen
损害	sunhai
心肌炎	xinjiyan
潜血	qianxie
停停	tingting
保胎	baotai
产科	chanke
同房	tongfang
叶酸	yesuan
卧床	wochuang
麦粒肿	mailizhong
旋磁	xuanci
硬结	yingjie
理疗	liliao
浸润	jinrun
摆脱	baituo
个人卫生	gerenweisheng
提醒	tixing
矽肺	xifei
职业病	zhiyebing
做人	zuoren
创伤	chuangshang
机器	jiqi
上班	shangban
平台	pingtai
胃气	weiqi
低糖	ditang
胃肠功能	weichanggongneng
胃酸	weisuan
胃肠	weichang
停药	tingyao
睡不着	shuibuzhao
请问	qingwen
依赖	yilai
先生	xiansheng
保持良好	baochilianghao
情绪	qingxu
作息	zuoxi
医治	yizhi
伴有	banyou
心态	xintai
滴虫	dichong
洗洗	xixi
霉菌	meijun
芳香	fangxiang
只用	zhiyong
洗液	xiye
喷雾	penwu
屁股	pigu
胸部	xiongbu
抽血	chouxie
物理疗法	wuliliaofa
肾囊肿	shennangzhong
阴道	yindao
经量	jingliang
试行	shixing
照晒	zhaoshai
灼痛	zhuotong
病程	bingcheng
暴露	baolu
肿胀	zhongzhang
面积	mianji
体表	tibiao
全身	quanshen
来算	laisuan
手掌	shouzhang
后续	houxu
维护	weihu
舌系带	shexidai
个人感觉	gerenganjue
类药物	leiyaowu
游医	youyi
排毒	paidu
根部	genbu
海鱼	haiyu
膨化	penghua
油炸	youzha
血症	xiezheng
腹泻	fuxie
缩短	suoduan
淋巴瘤	linbaliu
恶性	exing
化疗	hualiao
心脏	xinzang
风湿热	fengshire
风湿性	fengshixing
心脏病	xinzangbing
找到	zhaodao
感谢	ganxie
看过	kanguo
信任	xinren
霰粒	xianli
肚脐	duqi
好孩子	haohaizi
被子	beizi
睡觉	shuijue
穿着	chuanzhao
胃下垂	weixiachui
西药	xiyao
复制	fuzhi
干扰	ganrao
病原体	bingyuanti
性病变	xingbingbian
糖尿病	tangniaobing
肥胖型	feipangxing
主治医师	zhuzhiyishi
放疗	fangliao
询问	xunwen
符合	fuhe
含锌	hanxin
带鱼	daiyu
苹果	pingguo
蛋类	danlei
禁食	jinshi
息肉	xirou
肉类	roulei
制品	zhipin
鱼类	yulei
习惯	xiguan
病毒疣	bingduyou
扁平疣	bianpingyou
皮炎	piyan
包块	baokuai
等待	dengdai
脚气	jiaoqi
灰指甲	huizhijia
脚盆	jiaopen
洗脚	xijiao
共用	gongyong
气能	qineng
行血	xingxie
血能	xieneng
补血	buxie
毒素	dusu
俗称	sucheng
丙肝	binggan
酗酒	xujiu
精索	jingsuo
内蔓	neiman
迂曲	yuqu
伸长	shenchang
扩张	kuozhang
不对称性	buduichengxing
口腔卫生	kouqiangweisheng
牙疼	yateng
磨牙	moya
发炎	fayan
进食	jinshi
进化	jinhua
重睑	zhongjian
放电	fangdian
高脂血症	gaozhixiezheng
蛋白尿	danbainiao
肾病	shenbing
综合征	zonghezheng
比较严重	bijiaoyanzhong
增大	zengda
夫妻生活	fuqishenghuo
体贴	titie
结婚	jiehun
对方	duifang
责任	zeren
肇事者	zhaoshizhe
拍片	paipian
肇事	zhaoshi
车祸	chehuo
交通事故	jiaotongshigu
赔偿	peichang
病历	bingli
病理切片	bingliqiepian
石蜡	shila
住院	zhuyuan
角膜炎	jiaomoyan
移除	yichu
管腔	guanqiang
宫腔	gongqiang
扩大	kuoda
宽度	kuandu
信心	xinxin
祛斑	quban
反弹	fandan
拆线	chaixian
双眼皮	shuangyanpi
脂肪肝	zhifanggan
纠正	jiuzheng
加以	jiayi
夫西	fuxi
地酸	disuan
丹参酮	dancantong
痤疮	cuochuang
更佳	gengjia
霉素	meisu
特效药	texiaoyao
性疾病	xingjibing
洗衣粉	xiyifen
中忌	zhongji
破溃	pokui
螺旋杆菌	luoxuanganjun
胃粘膜	weizhanmo
根除	genchu
幽门	youmen
分泌	fenmi
巩固	gonggu
自我保健	ziwobaojian
同事	tongshi
肾图	shentu
同位素	tongweisu
肾功能	shengongneng
实秘	shimi
肿物	zhongwu
触及	chuji
腹部	fubu
服药	fuyao
脑电图	naodiantu
止泻	zhixie
镜检查	jingjiancha
特异性	teyixing
药量	yaoliang
眼膏	yangao
眼压	yanya
低浓度	dinongdu
药液	yaoye
液滴	yedi
高浓度	gaonongdu
起到	qidao
再次出现	zaicichuxian
降温	jiangwen
避孕措施	biyuncuoshi
双方	shuangfang
妇科疾病	fukejibing
腰椎	yaozhui
妈妈	mama
加速	jiasu
孕妇	yunfu
护理	huli
止痛药	zhitongyao
下用	xiayong
裸眼	luoyan
操作	caozuo
介意	jieyi
结石	jieshi
碎石	suishi
子宫颈癌	zigongjingai
掌跖	zhangzhi
脓疱	nongpao
物理	wuli
清洗	qingxi
肛肠科	gangchangke
脓肿	nongzhong
膏药	gaoyao
衣物	yiwu
消化科	xiaohuake
发黑	fahei
消化道	xiaohuadao
面神经	mianshenjing
丧失	sangshi
失败率	shibailv
加重	jiazhong
低置	dizhi
靠近	kaojin
脑瘫	naotan
侧卧	cewo
睡觉时	shuijueshi
致病菌	zhibingjun
姿势	zishi
翻身	fanshen
诊疗	zhenliao
问答	wenda
老鹅	laoe
鸡汤	jitang
搭配	dapei
油脂	youzhi
