words	word
论处	lunchu
圈套	quantao
赌博	dubo
获取	huoqu
限制	xianzhi
只能	zhineng
方式	fangshi
罪刑	zuixing
需报	xubao
备案	beian
生效	shengxiao
守法	shoufa
出庭作证	chutingzuozheng
败诉	baisu
先行	xianxing
支出	zhichu
支付	zhifu
事实	shishi
涉及	sheji
另案	lingan
案件材料	anjiancailiao
行政案件	xingzhenganjian
关联性	guanlianxing
司法机关	sifajiguan
移交	yijiao
主体工程	zhutigongcheng
建设项目	jianshexiangmu
防治	fangzhi
设施	sheshi
鼓励	guli
举办	juban
力量	liliang
劫取	jiequ
被害人	beihairen
放手	fangshou
财物	caiwu
认定	rending
夺取	duoqu
采用	caiyong
要带头	yaodaitou
法律法规	falvfagui
权益	quanyi
平均工资	pingjungongzi
监事	jianshi
管理人员	guanlirenyuan
职工	zhigong
董事	dongshi
不合理	buheli
学者	xuezhe
历史	lishi
出让	churang
权利能力	quanlinengli
行为能力	xingweinengli
领导	lingdao
发放贷款	fafangdaikuan
遵守	zunshou
居住地	juzhudi
两地	liangdi
内地	neidi
組织	zuzhi
公司法	gongsifa
公告	gonggao
届满	jieman
期限	qixian
执行程序	zhixingchengxu
事项	shixiang
法定程序	fadingchengxu
修改	xiugai
负责	fuze
劳动者	laodongzhe
选择	xuanze
国际惯例	guojiguanli
原告	yuangao
中止	zhongzhi
无人	wuren
继续	jixu
君主	junzhu
权力	quanli
语言	yuyan
解除	jiechu
主管人员	zhuguanrenyuan
责任人员	zerenrenyuan
行政处分	xingzhengchufen
给予	geiyu
成年人	chengnianren
犯罪案件	fanzuianjian
办理	banli
拒绝	jujue
刑律	xinglv
体例	tili
源于	yuanyu
少于	shaoyu
注册资本	zhuceziben
派遣	paiqian
人民币	renminbi
刑法	xingfa
参与	canyu
罚款	fakuan
委托书	weituoshu
代理	daili
合并	hebing
决议	jueyi
减少	jianshao
抽象	chouxiang
成文宪法	chengwenxianfa
仲裁员	zhongcaiyuan
选定	xuanding
少征	shaozheng
不征	buzheng
立案侦查	lianzhencha
税款	shuikuan
先决问题	xianjuewenti
院地	yuandi
指定	zhiding
标的物	biaodewu
指令	zhiling
水果	shuiguo
所得额	suodee
公益性	gongyixing
利润总额	lirunzonge
捐赠	juanzeng
纳税	nashui
扣除	kouchu
年度	niandu
议定书	yidingshu
市场经济	shichangjingji
终止	zhongzhi
能否	nengfou
加入	jiaru
预谋	yumou
制服	zhifu
反抗	fankang
提单	tidan
名义	mingyi
加以	jiayi
自首	zishou
交待	jiaodai
情节	qingjie
抗税	kangshui
税务	shuiwu
暴力	baoli
致使	zhishi
虚构	xugou
承认	chengren
充足率	chongzulv
低于	diyu
资本	ziben
居所	jusuo
失踪	shizong
守持	shouchi
公平正义	gongpingzhengyi
树立	shuli
强化	qianghua
羞辱	xiuru
含有	hanyou
意思	yisi
认罪	renzui
免罪	mianzui
赃物	zangwu
如数	rushu
偿还	changhuan
律师法	lvshifa
见证人	jianzhengren
公证	gongzheng
询问笔录	xunwenbilu
遗嘱	yizhu
承办	chengban
全程	quancheng
签名	qianming
礼刑	lixing
入刑	ruxing
失礼	shili
西周时期	xizhoushiqi
当庭	dangting
附带	fudai
部分	bufen
无权	wuquan
辩论	bianlun
设定	sheding
行政处罚法	xingzhengchufafa
限额	xiane
十恶	shie
称之为	chengzhiwei
开庭审理	kaitingshenli
交换	jiaohuan
乡级	xiangji
讨论	taolun
会议	huiyi
理论体系	liluntixi
思想	sixiang
领导集体	lingdaojiti
创造性地	chuangzaoxingdi
证成	zhengcheng
前提	qianti
证立	zhengli
关涉	guanshe
合理性	helixing
限于	xianyu
反补贴	fanbutie
反倾销	fanqingxiao
管辖	guanxia
相应	xiangying
构建	goujian
要约	yaoyue
签订合同	qiandinghetong
愿意	yuanyi
仿效	fangxiao
总称	zongcheng
基础	jichu
地区	diqu
在案	zaian
侵占	qinzhan
集体	jiti
个人	geren
休息	xiuxi
送交	songjiao
监狱	jianyu
消极	xiaoji
实现	shixian
发现	faxian
成为	chengwei
吊销	diaoxiao
营业执照	yingyezhizhao
现行法	xianxingfa
尚待	shangdai
废止	feizhi
保管	baoguan
自诉人	zisuren
自诉	zisu
控诉	kongsu
合法权益	hefaquanyi
先导	xiandao
组织者	zuzhizhe
国境	guojing
造成	zaocheng
声明	shengming
当事国	dangshiguo
争端	zhengduan
武装	wuzhuang
条约	tiaoyue
用地	yongdi
存款人	cunkuanren
自认	ziren
让步	rangbu
调解	diaojie
服务提供者	fuwutigongzhe
成员	chengyuan
总协定	zongxieding
国民待遇	guomindaiyu
最惠国	zuihuiguo
待遇	daiyu
事由	shiyou
怀疑	huaiyi
引起	yinqi
海事	haishi
预防	yufang
期满	qiman
承销	chengxiao
股票	gupiao
纪律处分	jilvchufen
法官	faguan
行政法	xingzhengfa
经济法	jingjifa
主权	zhuquan
获得	huode
学术界	xueshujie
分类	fenlei
模式	moshi
理论	lilun
公开审理	gongkaishenli
试用期	shiyongqi
无需	wuxu
通知	tongzhi
衡量	hengliang
评价	pingjia
标准	biaozhun
收取	shouqu
数额	shue
出版物	chubanwu
指以	zhiyi
乘以	chengyi
所得	suode
定价	dingjia
数量	shuliang
管辖异议	guanxiayiyi
驳回	bohui
剥夺	boduo
主刑	zhuxing
假释	jiashi
徒刑	tuxing
附加	fujia
完毕	wanbi
经营者	jingyingzhe
广告	guanggao
消费者	xiaofeizhe
任期	renqi
即告	jigao
结束	jieshu
开始	kaishi
通则	tongze
风险	fengxian
交货	jiaohuo
吸收	xishou
可采	kecai
认缴	renjiao
出资额	chuzie
缴纳	jiaona
新增	xinzeng
股东	gudong
提案	tian
传唤	chuanhuan
合法	hefa
生长激素	shengchangjisu
农药	nongyao
化肥	huafei
植物	zhiwu
行使职权	xingshizhiquan
羁押	jiya
民族乡	minzuxiang
典卖	dianmai
雇佣	guyong
商品经济	shangpinjingji
借贷	jiedai
买卖	maimai
船旗	chuanqi
无国籍	wuguoji
变换	bianhuan
专用发票	zhuanyongfapiao
增值税	zengzhishui
购买	goumai
敕令	chiling
汇集	huiji
在位	zaiwei
颁布	banbu
列席会议	liexihuiyi
常务委员会	changwuweiyuanhui
审议	shenyi
邀请	yaoqing
代表	daibiao
独立性	dulixing
否认	fouren
秘密	mimi
任何理由	renheliyou
追查	zhuicha
检察机关	jianchajiguan
公安机关	gonganjiguan
侵犯	qinfan
赔偿法	peichangfa
财产权	caichanquan
补充侦查	buchongzhencha
工程	gongcheng
产业	chanye
框架	kuangjia
气候变化	qihoubianhua
协定	xieding
机制	jizhi
整体	zhengti
证券	zhengquan
保荐	baojian
证券公司	zhengquangongsi
资产	zichan
法学	faxue
清算	qingsuan
债权人	zhaiquanren
州律	zhoulv
意艾	yiai
过渡性	guoduxing
完成	wancheng
金融债券	jinrongzhaiquan
兑付	duifu
义务性	yiwuxing
一体	yiti
结合	jiehe
请求权	qingqiuquan
承担义务	chengdanyiwu
取决于	qujueyu
独立	duli
征求意见	zhengqiuyijian
草案	caoan
委托方	weituofang
结婚	jiehun
姨兄弟	yixiongdi
姑舅	gujiu
婚姻制度	hunyinzhidu
五服	wufu
亲属	qinshu
姐妹	jiemei
批准权	pizhunquan
报有	baoyou
审批	shenpi
实用新型	shiyongxinxing
专利	zhuanli
判例	panli
典型	dianxing
尊尊	zunzun
亲亲	qinqin
精神	jingshen
拘留	juliu
签订	qianding
环境保护	huanjingbaohu
行政诉讼法	xingzhengsusongfa
利害关系	lihaiguanxi
出票	chupiao
汇票	huipiao
银行	yinxing
纠纷案件	jiufenanjian
审判员	shenpanyuan
专家组	zhuanjiazu
结论	jielun
维持	weichi
程序法	chengxufa
财团法人	caituanfaren
社团	shetuan
术语	shuyu
概念	gainian
终审权	zhongshenquan
行政权	xingzhengquan
行政区	xingzhengqu
国防	guofang
外交	waijiao
拥有	yongyou
具备	jubei
进口产品	jinkouchanpin
利润	lirun
方略	fanglve
明确提出	mingquetichu
基本	jiben
转为	zhuanwei
案情	anqing
转换	zhuanhuan
恐怖活动	kongbuhuodong
家属	jiashu
涉嫌	shexian
危害	weihai
地域	diyu
行政长官	xingzhengchangguan
议员	yiyuan
办法	banfa
民主自由	minzhuziyou
颁行	banxing
民主	minzhu
同类	tonglei
实质性	shizhixing
增加	zengjia
寄交	jijiao
托交	tuojiao
所在国	suozaiguo
住所	zhusuo
外国人	waiguoren
法律效力	falvxiaoli
提请	tiqing
举行	juxing
占有	zhanyou
原物	yuanwu
物权	wuquan
返还	fanhuan
公安部队	gonganbudui
过半数	guobanshu
选区	xuanqu
选票	xuanpiao
选民	xuanmin
候选人	houxuanren
当选	dangxuan
法律责任	falvzeren
等于	dengyu
核心内容	hexinneirong
执政党	zhizhengdang
政策	zhengce
举证	juzheng
自治权	zizhiquan
诉讼请求	susongqingqiu
发回	fahui
医疗保险	yiliaobaoxian
负担	fudan
医疗	yiliao
查封	chafeng
扣押	kouya
物品	wupin
聋哑人	longyaren
翻译	fanyi
纠纷	jiufen
强调	qiangdiao
注意	zhuyi
统治	tongzhi
时期	shiqi
再审	zaishen
拘束力	jushuli
情节严重	qingjieyanzhong
放纵	fangzong
走私	zousi
应向	yingxiang
出版者	chubanzhe
删节	shanjie
图书	tushu
文字	wenzi
作品	zuopin
损失	sunshi
保险	baoxian
全部	quanbu
专利权人	zhuanliquanren
专利申请	zhuanlishenqing
扩大	kuoda
规模	guimo
表决权	biaojuequan
教唆	jiaosuo
法定年龄	fadingnianling
达到	dadao
复议	fuyi
收到	shoudao
民商事	minshangshi
调取	diaoqu
调查取证	diaochaquzheng
国际性	guojixing
来自	laizi
代理权	dailiquan
意图	yitu
营业	yingye
爱国者	aiguozhe
拥护	yonghu
建设者	jianshezhe
征用	zhengyong
下应	xiaying
领馆	lingguan
馆舍	guanshe
免受	mianshou
确有	queyou
集体合同	jitihetong
代销	daixiao
发行人	faxingren
支票	zhipiao
金额	jine
付款人	fukuanren
实有	shiyou
付款	fukuan
存款	cunkuan
对立	duili
承保	chengbao
违约	weiyue
担保	danbao
物质文明	wuzhiwenming
领海	linghai
捕鱼	buyu
创立	chuangli
无溯	wusu
公务人员	gongwurenyuan
豁免权	huomianquan
论述	lunshu
时候	shihou
扣缴	koujiao
滞纳金	zhinajin
补缴	bujiao
义务人	yiwuren
加收	jiashou
普遍性	pubianxing
质询	zhixun
答复	dafu
签署	qianshu
主席团	zhuxituan
召集	zhaoji
大会	dahui
中心	zhongxin
建立	jianli
管理机构	guanlijigou
查处	chachu
公路	gonglu
铁路	tielu
联合	lianhe
大陆	dalu
就餐	jiucan
住宿	zhusu
补助	buzhu
交通	jiaotong
用人单位	yongrendanwei
特征	tezheng
工商行政	gongshangxingzheng
买方	maifang
改为	gaiwei
外国法	waiguofa
缺位	quewei
委员长	weiyuanchang
立遗嘱	liyizhu
居间人	jujianren
委托人	weituoren
居间	jujian
促成	cucheng
财务会计	caiwuhuiji
记载	jizai
民主性	minzhuxing
为民	weimin
增强	zengqiang
检察长	jianchachang
副检察长	fujianchachang
撤换	chehuan
委员	weiyuan
建议	jianyi
出租人	chuzuren
残值	canzhi
租赁期	zulinqi
承租人	chengzuren
装修	zhuangxiu
剩余	shengyu
装饰	zhuangshi
独任	duren
买卖合同	maimaihetong
提交	tijiao
法司	fasi
原件	yuanjian
复制件	fuzhijian
复制品	fuzhipin
相符	xiangfu
外交官	waijiaoguan
合理配置	helipeizhi
状态	zhuangtai
得到	dedao
除斥	chuchi
侵害	qinhai
知道	zhidao
职务	zhiwu
担任	danren
主持	zhuchi
有限公司	youxiangongsi
股份	gufen
专指	zhuanzhi
告示	gaoshi
长官	changguan
官吏	guanli
发布	fabu
方可	fangke
定金	dingjin
标的额	biaodee
支持	zhichi
常务会议	changwuhuiyi
起草	qicao
从重	congzhong
理解	lijie
国际公约	guojigongyue
装运港	zhuangyungang
船舷	chuanxian
挪用公款	nuoyonggongkuan
潜逃	qiantao
公款	gongkuan
挪用	nuoyong
携带	xidai
加重	jiazhong
拐卖妇女	guaimaifunv
奸淫	jianyin
身份证件	shenfenzhengjian
出示	chushi
交易	jiaoyi
议案	yian
观点	guandian
学生	xuesheng
改法	gaifa
继承	jicheng
单行	danxing
自治	zizhi
惯例	guanli
鉴定人	jiandingren
指派	zhipai
鉴定	jianding
资本主义	zibenzhuyi
用语	yongyu
垄断	longduan
时代	shidai
法家	fajia
角度看	jiaodukan
人物	renwu
复核	fuhe
大诰	dagao
兴业	xingye
贷款	daikuan
厂房	changfang
归还	guihuan
客观性	keguanxing
合法性	hefaxing
保险费	baoxianfei
货价	huojia
价格	jiage
留置	liuzhi
意外事件	yiwaishijian
国国民	guoguomin
要件	yaojian
首要分子	shouyaofenzi
修律	xiulv
坚行	jianxing
率行	lvxing
纲常	gangchang
标榜	biaobang
学说	xueshuo
吸引	xiyin
相适应	xiangshiying
主任委员	zhurenweiyuan
任命	renming
职权	zhiquan
质量标准	zhiliangbiaozhun
环境	huanjing
主管部门	zhuguanbumen
项目	xiangmu
安排	anpai
债务人	zhaiwuren
发出	fachu
主体资格	zhutizige
丧失	sangshi
形态	xingtai
物质	wuzhi
扰乱	raoluan
电信	dianxin
市场	shichang
主管机关	zhuguanjiguan
检察官	jianchaguan
出台	chutai
中国籍	zhongguoji
刑事诉讼法	xingshisusongfa
作证	zuozheng
海运	haiyun
提取	tiqu
专政	zhuanzheng
知识产权	zhishichanquan
服刑	fuxing
捕获	buhuo
罪犯	zuifan
正犯	zhengfan
犯罪行为	fanzuixingwei
年龄	nianling
有责	youze
表达	biaoda
依靠	yikao
地级市	dijishi
退伙	tuihuo
入伙	ruhuo
调解书	diaojieshu
稳定性	wendingxing
确保	quebao
保持	baochi
队伍	duiwu
处分权	chufenquan
上看	shangkan
刊印	kanyin
协会	xiehui
团体	tuanti
视听资料	shitingziliao
书证	shuzheng
物证	wuzheng
取回	quhui
习惯	xiguan
客票	kepiao
客运	keyun
旅客	lvke
应持	yingchi
斡旋	woxuan
调停	diaoting
避免	bimian
态度	taidu
假药	jiayao
后果	houguo
人体	renti
排污者	paiwuzhe
排污费	paiwufei
免除	mianchu
逮捕	daibu
区域	quyu
界限	jiexian
指导作用	zhidaozuoyong
基础理论	jichulilun
作用	zuoyong
知情人	zhiqingren
内幕	neimu
证券交易	zhengquanjiaoyi
信息	xinxi
原因	yuanyin
倾销	qingxiao
科学技术	kexuejishu
监事会	jianshihui
规模较	guimojiao
人数	renshu
保函	baohan
扒掉	badiao
衣裤	yiku
围观	weiguan
强行	qiangxing
男子	nanzi
职责	zhize
实际意义	shijiyiyi
责令	zeling
热审	reshen
决放	juefang
案犯	anfan
会同	huitong
刑部	xingbu
御史	yushi
京师	jingshi
投资人	touziren
所称	suocheng
事务	shiwu
途径	tujing
群众	qunzhong
坚持	jianchi
削减	xuejian
温室	wenshi
排放	paifang
气体	qiti
控制	kongzhi
技术	jishu
方面	fangmian
天罚	tianfa
发扬	fayang
移植	yizhi
投票	toupiao
事务性	shiwuxing
应从	yingcong
侧重	cezhong
转变	zhuanbian
理事国	lishiguo
录音	luyin
制品	zhipin
制作者	zhizuozhe
录制	luzhi
职务侵占罪	zhiwuqinzhanzui
主犯	zhufan
侵吞	qintun
身份	shenfen
添附	tianfu
时效	shixiao
割让	gerang
庇护	bihu
场所	changsuo
任职	renzhi
摘取	zhaiqu
征得	zhengde
器官	qiguan
医生	yisheng
修正案	xiuzhengan
公民权利	gongminquanli
叙述	xushu
投诉	tousu
控告	konggao
处罚权	chufaquan
营运	yingyun
过失	guoshi
级别	jibie
有力	youli
武器	wuqi
审计	shenji
保护法	baohufa
血统	xietong
名誉	mingyu
移送	yisong
下述	xiashu
市民	shimin
延期	yanqi
免责	mianze
延迟	yanchi
私分	sifen
隐匿	yinni
无偿	wuchang
科技进步	kejijinbu
科技	keji
推动	tuidong
世纪	shiji
下位法	xiaweifa
上位法	shangweifa
默示	moshi
遵循	zunxun
区别	qubie
标志	biaozhi
宣布	xuanbu
管理条例	guanlitiaoli
编制	bianzhi
相关	xiangguan
缔结	dijie
缺席判决	quexipanjue
实务	shiwu
职业道德	zhiyedaode
歧视	qishi
适用范围	shiyongfanwei
效益	xiaoyi
效率	xiaolv
本法	benfa
反诉	fansu
原告人	yuangaoren
赃款赃物	zangkuanzangwu
应予	yingyu
涉案	shean
裁量	cailiang
裁量权	cailiangquan
细化	xihua
量化	lianghua
基准	jizhun
种类	zhonglei
行贿	xinghui
习惯法	xiguanfa
国法	guofa
领导人员	lingdaorenyuan
正职	zhengzhi
工作部门	gongzuobumen
免职	mianzhi
撤职	chezhi
开除	kaichu
处分	chufen
群众性	qunzhongxing
受益人	shouyiren
被保险人	beibaoxianren
事故	shigu
制造	zhizao
隶属于	lishuyu
法制	fazhi
存疑	cunyi
有利于	youliyu
委托合同	weituohetong
赠与	zengyu
运送	yunsong
谋利	mouli
意欲	yiyu
型法	xingfa
外源	waiyuan
依附性	yifuxing
质物	zhiwu
专用权	zhuanyongquan
著作权	zhuzuoquan
专利权	zhuanliquan
质押	zhiya
商标	shangbiao
思想观念	sixiangguannian
合宪性	hexianxing
不合	buhe
折抵	zhedi
本息	benxi
公司债券	gongsizhaiquan
处于	chuyu
工商登记	gongshangdengji
企业法人	qiyefaren
资格	zige
委付	weifu
保险人	baoxianren
无辜	wugu
地被	dibei
二者	erzhe
运行	yunxing
现象	xianxiang
法律意识	falvyishi
局限性	juxianxing
弥补	mibu
同学	tongxue
人们	renmen
总理	zongli
国务委员	guowuweiyuan
复合	fuhe
联邦	lianbang
类似	leisi
地位	diwei
作者	zuozhe
刑诉法	xingsufa
修订	xiuding
主合同	zhuhetong
担保法	danbaofa
司法程序	sifachengxu
海洋法	haiyangfa
用尽	yongjin
管理局	guanliju
担保人	danbaoren
